#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( String )	

1147	15:31:29.941	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1148	15:31:29.963	0.00010540	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1149	15:31:29.966	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1150	15:31:29.988	0.00017010	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1151	15:31:29.991	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1152	15:31:30.013	0.00009840	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1153	15:31:30.016	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1154	15:31:30.932	0.00013800	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
1155	15:31:30.935	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
1156	15:31:35.014	0.00012870	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1157	15:31:35.017	0.00001000	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1158	15:31:35.039	0.00019250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1159	15:31:35.042	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1160	15:31:35.075	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT^HCSQ?.	
1161	15:31:35.078	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1162	15:31:35.100	0.00010200	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1163	15:31:35.103	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1164	15:31:35.125	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,1.	
1165	15:31:35.128	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1166	15:31:35.150	0.00016280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1167	15:31:35.153	0.00000760	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1168	15:31:35.186	0.00013130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
1169	15:31:35.189	0.00001120	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1170	15:31:35.211	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT+COPS?.	
1171	15:31:35.214	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1172	15:31:35.236	0.00010900	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
1173	15:31:35.239	0.00000970	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1174	15:31:35.272	0.00018420	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1175	15:31:35.275	0.00001590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1176	15:31:35.297	0.00011130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1177	15:31:35.300	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1178	15:31:35.322	0.00011140	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1179	15:31:35.325	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1180	15:31:40.323	0.00011190	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1181	15:31:40.326	0.00001040	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1182	15:31:40.348	0.00021910	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1183	15:31:40.351	0.00001610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1184	15:31:40.374	0.00010440	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
1185	15:31:40.377	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1186	15:31:40.410	0.00011240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1187	15:31:40.413	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1188	15:31:40.435	0.00010790	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
1189	15:31:40.438	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1190	15:31:40.461	0.00010310	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1191	15:31:40.464	0.00000920	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1192	15:31:40.497	0.00011570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
1193	15:31:40.500	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1194	15:31:40.522	0.00011180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1195	15:31:40.525	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1196	15:31:40.547	0.00013280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
1197	15:31:40.550	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1198	15:31:40.572	0.00011100	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1199	15:31:40.575	0.00003400	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1200	15:31:40.608	0.00010510	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1201	15:31:40.611	0.00000980	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1202	15:31:40.633	0.00010670	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1203	15:31:40.636	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1204	15:31:41.007	0.00011620	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
1205	15:31:41.010	0.00000910	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
1206	15:31:45.634	0.00010190	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1207	15:31:45.637	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1208	15:31:45.659	0.00010750	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1209	15:31:45.662	0.00000590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1210	15:31:45.684	0.00011800	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
1211	15:31:45.687	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1212	15:31:45.709	0.00010310	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1213	15:31:45.712	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1214	15:31:45.745	0.00012650	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
1215	15:31:45.748	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1216	15:31:45.770	0.00009340	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1217	15:31:45.773	0.00000600	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1218	15:31:45.795	0.00012320	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
1219	15:31:45.798	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1220	15:31:45.820	0.00010090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1221	15:31:45.823	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1222	15:31:45.856	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,2.	
1223	15:31:45.859	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1224	15:31:45.881	0.00010740	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1225	15:31:45.884	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1226	15:31:45.906	0.00008940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1227	15:31:45.909	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1228	15:31:45.942	0.00010210	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1229	15:31:45.945	0.00000590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1230	15:31:50.943	0.00010900	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1231	15:31:50.946	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1232	15:31:50.979	0.00011330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1233	15:31:50.982	0.00002200	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1234	15:31:51.015	0.00011110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
1235	15:31:51.018	0.00001000	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1236	15:31:51.040	0.00013390	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1237	15:31:51.043	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1238	15:31:51.066	0.00017080	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
1239	15:31:51.069	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1240	15:31:51.102	0.00012570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
1241	15:31:51.105	0.00000910	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
1242	15:31:51.127	0.00039190	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1243	15:31:51.130	0.00006180	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1244	15:31:51.152	0.00010550	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
1245	15:31:51.155	0.00004510	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1246	15:31:51.177	0.00025540	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1247	15:31:51.180	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1248	15:31:51.213	0.00031690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
1249	15:31:51.216	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1250	15:31:51.238	0.00012160	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1251	15:31:51.241	0.00001030	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1252	15:31:51.264	0.00010720	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1253	15:31:51.267	0.00001000	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1254	15:31:51.300	0.00019760	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1255	15:31:51.303	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1256	15:31:56.302	0.00019110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1257	15:31:56.305	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1258	15:31:56.338	0.00010220	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1259	15:31:56.341	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1260	15:31:56.363	0.00012780	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
1261	15:31:56.366	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1262	15:31:56.388	0.00010830	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1263	15:31:56.391	0.00000870	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1264	15:31:56.413	0.00010000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
1265	15:31:56.416	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1266	15:31:56.449	0.00011590	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1267	15:31:56.452	0.00000840	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1268	15:31:56.474	0.00010620	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
1269	15:31:56.477	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1270	15:31:56.499	0.00009840	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1271	15:31:56.502	0.00000600	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1272	15:31:56.535	0.00009860	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
1273	15:31:56.538	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1274	15:31:56.560	0.00009840	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1275	15:31:56.563	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1276	15:31:56.585	0.00010470	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1277	15:31:56.588	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1278	15:31:56.610	0.00011640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1279	15:31:56.613	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1280	15:32:01.177	0.00026690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
1281	15:32:01.180	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
1282	15:32:01.614	0.00010490	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1283	15:32:01.617	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1284	15:32:01.650	0.00013020	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1285	15:32:01.653	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1286	15:32:01.676	0.00008850	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
1287	15:32:01.679	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1288	15:32:01.701	0.00013950	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1289	15:32:01.704	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1290	15:32:01.726	0.00021230	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
1291	15:32:01.729	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1292	15:32:01.762	0.00011250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1293	15:32:01.765	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1294	15:32:01.787	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,0.	
1295	15:32:01.790	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1296	15:32:01.812	0.00015930	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1297	15:32:01.815	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1298	15:32:01.848	0.00013020	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
1299	15:32:01.851	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1300	15:32:01.873	0.00010940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1301	15:32:01.876	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1302	15:32:01.898	0.00015330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1303	15:32:01.901	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1304	15:32:01.924	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 13, Data: AT^RFSWITCH?.	
1305	15:32:01.927	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1306	15:32:06.925	0.00013030	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1307	15:32:06.928	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1308	15:32:06.950	0.00010840	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
1309	15:32:06.953	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
1310	15:32:06.987	0.00015490	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
1311	15:32:06.990	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1312	15:32:07.012	0.00011620	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
1313	15:32:07.015	0.00000910	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
1314	15:32:07.038	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,1.	
1315	15:32:07.041	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1316	15:32:07.074	0.00014240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1317	15:32:07.077	0.00000940	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
1318	15:32:07.099	0.00019160	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
1319	15:32:07.102	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1320	15:32:07.124	0.00012410	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1321	15:32:07.127	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
1322	15:32:07.160	0.00011410	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
1323	15:32:07.163	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
1324	15:32:07.196	0.00016080	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
1325	15:32:07.199	0.00000570	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
1326	15:32:07.221	0.00011280	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
1327	15:32:07.224	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
1328	15:32:07.247	0.00010800	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
1329	15:32:07.250	0.00000580	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1330	15:32:11.254	0.00023870	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
1331	15:32:11.257	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
1332	15:32:12.247	0.00012180	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
1333	15:32:12.250	0.00000820	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
1334	15:32:12.272	0.00014720	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
